"","changepoint_prior_scale","seasonality_prior_scale","holidays_prior_scale","seasonality_mode","changepoint_range","mse","mae","mape"
"254",0.01,10,10,"multiplicative",0.85,398653.458434031,540.37045818207,0.0423806167785547
"255",0.01,10,10,"multiplicative",0.9,390920.439146607,533.35422670682,0.0418429844205303
"256",0.01,10,10,"multiplicative",0.95,392031.647799499,535.961467560449,0.0420576393117026
"257",0.1,0.01,0.01,"additive",0.8,832867.112554126,786.307153933314,0.0645791533752949
"258",0.1,0.01,0.01,"additive",0.85,829867.948805953,783.754860454639,0.0643384200023476
"259",0.1,0.01,0.01,"additive",0.9,840440.533871426,789.885080570367,0.064922974710505
"260",0.1,0.01,0.01,"additive",0.95,841460.679152653,789.333458143331,0.0649093133472329
"261",0.1,0.01,0.01,"multiplicative",0.8,339462.974608056,515.175047535583,0.0416069206478831
"262",0.1,0.01,0.01,"multiplicative",0.85,338464.671187692,514.210702754644,0.0415421605399847
"263",0.1,0.01,0.01,"multiplicative",0.9,347672.293580645,521.210655753686,0.0422666896471166
"264",0.1,0.01,0.01,"multiplicative",0.95,349110.604088828,522.401027379969,0.0423832381615952
"265",0.1,0.01,0.1,"additive",0.8,832867.112554126,786.307153933314,0.0645791533752949
"266",0.1,0.01,0.1,"additive",0.85,829867.948805953,783.754860454639,0.0643384200023476
"267",0.1,0.01,0.1,"additive",0.9,840440.533871426,789.885080570367,0.064922974710505
"268",0.1,0.01,0.1,"additive",0.95,841460.679152653,789.333458143331,0.0649093133472329
"269",0.1,0.01,0.1,"multiplicative",0.8,339462.974608056,515.175047535583,0.0416069206478831
"270",0.1,0.01,0.1,"multiplicative",0.85,338464.671187692,514.210702754644,0.0415421605399847
"271",0.1,0.01,0.1,"multiplicative",0.9,347672.293580645,521.210655753686,0.0422666896471166
"272",0.1,0.01,0.1,"multiplicative",0.95,349110.604088828,522.401027379969,0.0423832381615952
"273",0.1,0.01,1,"additive",0.8,832867.112554126,786.307153933314,0.0645791533752949
"274",0.1,0.01,1,"additive",0.85,829867.948805953,783.754860454639,0.0643384200023476
"275",0.1,0.01,1,"additive",0.9,840440.533871426,789.885080570367,0.064922974710505
"276",0.1,0.01,1,"additive",0.95,841460.679152653,789.333458143331,0.0649093133472329
"277",0.1,0.01,1,"multiplicative",0.8,339462.974608056,515.175047535583,0.0416069206478831
"278",0.1,0.01,1,"multiplicative",0.85,338464.671187692,514.210702754644,0.0415421605399847
"279",0.1,0.01,1,"multiplicative",0.9,347672.293580645,521.210655753686,0.0422666896471166
"280",0.1,0.01,1,"multiplicative",0.95,349110.604088828,522.401027379969,0.0423832381615952
"281",0.1,0.01,10,"additive",0.8,832867.112554126,786.307153933314,0.0645791533752949
"282",0.1,0.01,10,"additive",0.85,829867.948805953,783.754860454639,0.0643384200023476
"283",0.1,0.01,10,"additive",0.9,840440.533871426,789.885080570367,0.064922974710505
"284",0.1,0.01,10,"additive",0.95,841460.679152653,789.333458143331,0.0649093133472329
"285",0.1,0.01,10,"multiplicative",0.8,339462.974608056,515.175047535583,0.0416069206478831
"286",0.1,0.01,10,"multiplicative",0.85,338464.671187692,514.210702754644,0.0415421605399847
"287",0.1,0.01,10,"multiplicative",0.9,347672.293580645,521.210655753686,0.0422666896471166
"288",0.1,0.01,10,"multiplicative",0.95,349110.604088828,522.401027379969,0.0423832381615952
"289",0.1,0.1,0.01,"additive",0.8,819217.686877555,772.983618155182,0.0633477370271787
"290",0.1,0.1,0.01,"additive",0.85,817810.266840866,771.490367380317,0.0631965932114551
"291",0.1,0.1,0.01,"additive",0.9,830024.454216778,778.478215247936,0.0638256335567415
"292",0.1,0.1,0.01,"additive",0.95,829959.888850969,778.082365436824,0.0638400513575846
"293",0.1,0.1,0.01,"multiplicative",0.8,315110.378487225,504.171961319526,0.0408250785862407
"294",0.1,0.1,0.01,"multiplicative",0.85,313505.293822625,502.707103493026,0.0407089083922717
"295",0.1,0.1,0.01,"multiplicative",0.9,323081.613292785,508.125772388103,0.0413173909618831
"296",0.1,0.1,0.01,"multiplicative",0.95,321651.048622098,508.889594331279,0.0413830210968958
"297",0.1,0.1,0.1,"additive",0.8,819217.686877555,772.983618155182,0.0633477370271787
"298",0.1,0.1,0.1,"additive",0.85,817810.266840866,771.490367380317,0.0631965932114551
"299",0.1,0.1,0.1,"additive",0.9,830024.454216778,778.478215247936,0.0638256335567415
"300",0.1,0.1,0.1,"additive",0.95,829959.888850969,778.082365436824,0.0638400513575846
"301",0.1,0.1,0.1,"multiplicative",0.8,315110.378487225,504.171961319526,0.0408250785862407
"302",0.1,0.1,0.1,"multiplicative",0.85,313505.293822625,502.707103493026,0.0407089083922717
"303",0.1,0.1,0.1,"multiplicative",0.9,323081.613292785,508.125772388103,0.0413173909618831
"304",0.1,0.1,0.1,"multiplicative",0.95,321651.048622098,508.889594331279,0.0413830210968958
"305",0.1,0.1,1,"additive",0.8,819217.686877555,772.983618155182,0.0633477370271787
"306",0.1,0.1,1,"additive",0.85,817810.266840866,771.490367380317,0.0631965932114551
"307",0.1,0.1,1,"additive",0.9,830024.454216778,778.478215247936,0.0638256335567415
"308",0.1,0.1,1,"additive",0.95,829959.888850969,778.082365436824,0.0638400513575846
"309",0.1,0.1,1,"multiplicative",0.8,315110.378487225,504.171961319526,0.0408250785862407
"310",0.1,0.1,1,"multiplicative",0.85,313505.293822625,502.707103493026,0.0407089083922717
"311",0.1,0.1,1,"multiplicative",0.9,323081.613292785,508.125772388103,0.0413173909618831
"312",0.1,0.1,1,"multiplicative",0.95,321651.048622098,508.889594331279,0.0413830210968958
"313",0.1,0.1,10,"additive",0.8,819217.686877555,772.983618155182,0.0633477370271787
"314",0.1,0.1,10,"additive",0.85,817810.266840866,771.490367380317,0.0631965932114551
"315",0.1,0.1,10,"additive",0.9,830024.454216778,778.478215247936,0.0638256335567415
"316",0.1,0.1,10,"additive",0.95,829959.888850969,778.082365436824,0.0638400513575846
"317",0.1,0.1,10,"multiplicative",0.8,315110.378487225,504.171961319526,0.0408250785862407
"318",0.1,0.1,10,"multiplicative",0.85,313505.293822625,502.707103493026,0.0407089083922717
"319",0.1,0.1,10,"multiplicative",0.9,323081.613292785,508.125772388103,0.0413173909618831
"320",0.1,0.1,10,"multiplicative",0.95,321651.048622098,508.889594331279,0.0413830210968958
"321",0.1,1,0.01,"additive",0.8,832101.097625066,776.041510113432,0.0635850853690751
"322",0.1,1,0.01,"additive",0.85,825817.469786595,771.922795911555,0.0632412295662602
"323",0.1,1,0.01,"additive",0.9,835987.972726769,778.409981862626,0.0638287782442032
"324",0.1,1,0.01,"additive",0.95,843344.593348872,781.461462591578,0.0641180771767537
"325",0.1,1,0.01,"multiplicative",0.8,320701.322256726,510.165232755775,0.0414162991305407
"326",0.1,1,0.01,"multiplicative",0.85,319451.330331382,509.853029472709,0.0414284390451704
"327",0.1,1,0.01,"multiplicative",0.9,327857.680747147,514.220246903322,0.0419700940124856
"328",0.1,1,0.01,"multiplicative",0.95,325371.699022091,513.253306555074,0.0418507296225836
"329",0.1,1,0.1,"additive",0.8,832101.097625066,776.041510113432,0.0635850853690751
"330",0.1,1,0.1,"additive",0.85,825817.469786595,771.922795911555,0.0632412295662602
"331",0.1,1,0.1,"additive",0.9,835987.972726769,778.409981862626,0.0638287782442032
"332",0.1,1,0.1,"additive",0.95,843344.593348872,781.461462591578,0.0641180771767537
"333",0.1,1,0.1,"multiplicative",0.8,320701.322256726,510.165232755775,0.0414162991305407
"334",0.1,1,0.1,"multiplicative",0.85,319451.330331382,509.853029472709,0.0414284390451704
"335",0.1,1,0.1,"multiplicative",0.9,327857.680747147,514.220246903322,0.0419700940124856
"336",0.1,1,0.1,"multiplicative",0.95,325371.699022091,513.253306555074,0.0418507296225836
"337",0.1,1,1,"additive",0.8,832101.097625066,776.041510113432,0.0635850853690751
"338",0.1,1,1,"additive",0.85,825817.469786595,771.922795911555,0.0632412295662602
"339",0.1,1,1,"additive",0.9,835987.972726769,778.409981862626,0.0638287782442032
"340",0.1,1,1,"additive",0.95,843344.593348872,781.461462591578,0.0641180771767537
"341",0.1,1,1,"multiplicative",0.8,320701.322256726,510.165232755775,0.0414162991305407
"342",0.1,1,1,"multiplicative",0.85,319451.330331382,509.853029472709,0.0414284390451704
"343",0.1,1,1,"multiplicative",0.9,327857.680747147,514.220246903322,0.0419700940124856
"344",0.1,1,1,"multiplicative",0.95,325371.699022091,513.253306555074,0.0418507296225836
"345",0.1,1,10,"additive",0.8,832101.097625066,776.041510113432,0.0635850853690751
"346",0.1,1,10,"additive",0.85,825817.469786595,771.922795911555,0.0632412295662602
"347",0.1,1,10,"additive",0.9,835987.972726769,778.409981862626,0.0638287782442032
"348",0.1,1,10,"additive",0.95,843344.593348872,781.461462591578,0.0641180771767537
"349",0.1,1,10,"multiplicative",0.8,320701.322256726,510.165232755775,0.0414162991305407
"350",0.1,1,10,"multiplicative",0.85,319451.330331382,509.853029472709,0.0414284390451704
"351",0.1,1,10,"multiplicative",0.9,327857.680747147,514.220246903322,0.0419700940124856
"352",0.1,1,10,"multiplicative",0.95,325371.699022091,513.253306555074,0.0418507296225836
"353",0.1,10,0.01,"additive",0.8,829782.32725069,775.054881517798,0.063513991896524
"354",0.1,10,0.01,"additive",0.85,831831.067939422,776.201046178229,0.0635765870417462
"355",0.1,10,0.01,"additive",0.9,841612.331263635,780.764018231922,0.0640228797628223
"356",0.1,10,0.01,"additive",0.95,836637.858979572,779.068615610949,0.0639004426048491
"357",0.1,10,0.01,"multiplicative",0.8,319361.81469891,508.854506184924,0.0413110677438983
"358",0.1,10,0.01,"multiplicative",0.85,318876.727131422,509.138582402617,0.0413503380177338
"359",0.1,10,0.01,"multiplicative",0.9,333336.293432229,519.845509103859,0.0423784782880888
"360",0.1,10,0.01,"multiplicative",0.95,327105.779461301,514.247565934689,0.0419099781552791
"361",0.1,10,0.1,"additive",0.8,829782.32725069,775.054881517798,0.063513991896524
"362",0.1,10,0.1,"additive",0.85,831831.067939422,776.201046178229,0.0635765870417462
"363",0.1,10,0.1,"additive",0.9,841612.331263635,780.764018231922,0.0640228797628223
"364",0.1,10,0.1,"additive",0.95,836637.858979572,779.068615610949,0.0639004426048491
"365",0.1,10,0.1,"multiplicative",0.8,319361.81469891,508.854506184924,0.0413110677438983
"366",0.1,10,0.1,"multiplicative",0.85,318876.727131422,509.138582402617,0.0413503380177338
"367",0.1,10,0.1,"multiplicative",0.9,333336.293432229,519.845509103859,0.0423784782880888
"368",0.1,10,0.1,"multiplicative",0.95,327105.779461301,514.247565934689,0.0419099781552791
"369",0.1,10,1,"additive",0.8,829782.32725069,775.054881517798,0.063513991896524
"370",0.1,10,1,"additive",0.85,831831.067939422,776.201046178229,0.0635765870417462
"371",0.1,10,1,"additive",0.9,841612.331263635,780.764018231922,0.0640228797628223
"372",0.1,10,1,"additive",0.95,836637.858979572,779.068615610949,0.0639004426048491
"373",0.1,10,1,"multiplicative",0.8,319361.81469891,508.854506184924,0.0413110677438983
"374",0.1,10,1,"multiplicative",0.85,318876.727131422,509.138582402617,0.0413503380177338
"375",0.1,10,1,"multiplicative",0.9,333336.293432229,519.845509103859,0.0423784782880888
"376",0.1,10,1,"multiplicative",0.95,327105.779461301,514.247565934689,0.0419099781552791
"377",0.1,10,10,"additive",0.8,829782.32725069,775.054881517798,0.063513991896524
"378",0.1,10,10,"additive",0.85,831831.067939422,776.201046178229,0.0635765870417462
"379",0.1,10,10,"additive",0.9,841612.331263635,780.764018231922,0.0640228797628223
"380",0.1,10,10,"additive",0.95,836637.858979572,779.068615610949,0.0639004426048491
"381",0.1,10,10,"multiplicative",0.8,319361.81469891,508.854506184924,0.0413110677438983
"382",0.1,10,10,"multiplicative",0.85,318876.727131422,509.138582402617,0.0413503380177338
"383",0.1,10,10,"multiplicative",0.9,333336.293432229,519.845509103859,0.0423784782880888
"384",0.1,10,10,"multiplicative",0.95,327105.779461301,514.247565934689,0.0419099781552791
"385",0.5,0.01,0.01,"additive",0.8,812287.197161483,776.768517230224,0.0642875945826812
"386",0.5,0.01,0.01,"additive",0.85,820962.631046003,780.792608900353,0.0645187496048468
"387",0.5,0.01,0.01,"additive",0.9,854637.117935358,802.647409174647,0.0669827892893885
"388",0.5,0.01,0.01,"additive",0.95,877942.434539665,808.301644938755,0.0679215245385835
"389",0.5,0.01,0.01,"multiplicative",0.8,330689.119836944,507.286412796948,0.0411216852261237
"390",0.5,0.01,0.01,"multiplicative",0.85,337221.829269894,514.808949839734,0.0416494263828448
"391",0.5,0.01,0.01,"multiplicative",0.9,346502.53132383,506.630624094257,0.0418236153818307
"392",0.5,0.01,0.01,"multiplicative",0.95,348676.248014747,498.47838082961,0.0413658479652898
"393",0.5,0.01,0.1,"additive",0.8,812287.197161483,776.768517230224,0.0642875945826812
"394",0.5,0.01,0.1,"additive",0.85,820962.631046003,780.792608900353,0.0645187496048468
"395",0.5,0.01,0.1,"additive",0.9,854637.117935358,802.647409174647,0.0669827892893885
"396",0.5,0.01,0.1,"additive",0.95,877942.434539665,808.301644938755,0.0679215245385835
"397",0.5,0.01,0.1,"multiplicative",0.8,330689.119836944,507.286412796948,0.0411216852261237
"398",0.5,0.01,0.1,"multiplicative",0.85,337221.829269894,514.808949839734,0.0416494263828448
"399",0.5,0.01,0.1,"multiplicative",0.9,346502.53132383,506.630624094257,0.0418236153818307
"400",0.5,0.01,0.1,"multiplicative",0.95,348676.248014747,498.47838082961,0.0413658479652898
"401",0.5,0.01,1,"additive",0.8,812287.197161483,776.768517230224,0.0642875945826812
"402",0.5,0.01,1,"additive",0.85,820962.631046003,780.792608900353,0.0645187496048468
"403",0.5,0.01,1,"additive",0.9,854637.117935358,802.647409174647,0.0669827892893885
"404",0.5,0.01,1,"additive",0.95,877942.434539665,808.301644938755,0.0679215245385835
"405",0.5,0.01,1,"multiplicative",0.8,330689.119836944,507.286412796948,0.0411216852261237
"406",0.5,0.01,1,"multiplicative",0.85,337221.829269894,514.808949839734,0.0416494263828448
"407",0.5,0.01,1,"multiplicative",0.9,346502.53132383,506.630624094257,0.0418236153818307
"408",0.5,0.01,1,"multiplicative",0.95,348676.248014747,498.47838082961,0.0413658479652898
"409",0.5,0.01,10,"additive",0.8,812287.197161483,776.768517230224,0.0642875945826812
"410",0.5,0.01,10,"additive",0.85,820962.631046003,780.792608900353,0.0645187496048468
"411",0.5,0.01,10,"additive",0.9,854637.117935358,802.647409174647,0.0669827892893885
"412",0.5,0.01,10,"additive",0.95,877942.434539665,808.301644938755,0.0679215245385835
"413",0.5,0.01,10,"multiplicative",0.8,330689.119836944,507.286412796948,0.0411216852261237
"414",0.5,0.01,10,"multiplicative",0.85,337221.829269894,514.808949839734,0.0416494263828448
"415",0.5,0.01,10,"multiplicative",0.9,346502.53132383,506.630624094257,0.0418236153818307
"416",0.5,0.01,10,"multiplicative",0.95,348676.248014747,498.47838082961,0.0413658479652898
"417",0.5,0.1,0.01,"additive",0.8,807029.902789324,770.180057015045,0.0636385539310348
"418",0.5,0.1,0.01,"additive",0.85,818274.80616342,775.358043870341,0.0639622207637583
"419",0.5,0.1,0.01,"additive",0.9,851220.083848409,797.029959918273,0.0664017412248667
"420",0.5,0.1,0.01,"additive",0.95,871875.53798064,801.075722079356,0.0672499851790323
"421",0.5,0.1,0.01,"multiplicative",0.8,307081.071093411,496.798577378492,0.0403789802541975
"422",0.5,0.1,0.01,"multiplicative",0.85,317662.596103305,506.669863027487,0.0410647353431316
"423",0.5,0.1,0.01,"multiplicative",0.9,321984.565280248,492.981224107974,0.040804879372708
"424",0.5,0.1,0.01,"multiplicative",0.95,324170.938326427,487.400173534434,0.040572167679111
"425",0.5,0.1,0.1,"additive",0.8,807029.902789324,770.180057015045,0.0636385539310348
"426",0.5,0.1,0.1,"additive",0.85,818274.80616342,775.358043870341,0.0639622207637583
"427",0.5,0.1,0.1,"additive",0.9,851220.083848409,797.029959918273,0.0664017412248667
"428",0.5,0.1,0.1,"additive",0.95,871875.53798064,801.075722079356,0.0672499851790323
"429",0.5,0.1,0.1,"multiplicative",0.8,307081.071093411,496.798577378492,0.0403789802541975
"430",0.5,0.1,0.1,"multiplicative",0.85,317662.596103305,506.669863027487,0.0410647353431316
"431",0.5,0.1,0.1,"multiplicative",0.9,321984.565280248,492.981224107974,0.040804879372708
"432",0.5,0.1,0.1,"multiplicative",0.95,324170.938326427,487.400173534434,0.040572167679111
"433",0.5,0.1,1,"additive",0.8,807029.902789324,770.180057015045,0.0636385539310348
"434",0.5,0.1,1,"additive",0.85,818274.80616342,775.358043870341,0.0639622207637583
"435",0.5,0.1,1,"additive",0.9,851220.083848409,797.029959918273,0.0664017412248667
"436",0.5,0.1,1,"additive",0.95,871875.53798064,801.075722079356,0.0672499851790323
"437",0.5,0.1,1,"multiplicative",0.8,307081.071093411,496.798577378492,0.0403789802541975
"438",0.5,0.1,1,"multiplicative",0.85,317662.596103305,506.669863027487,0.0410647353431316
"439",0.5,0.1,1,"multiplicative",0.9,321984.565280248,492.981224107974,0.040804879372708
"440",0.5,0.1,1,"multiplicative",0.95,324170.938326427,487.400173534434,0.040572167679111
"441",0.5,0.1,10,"additive",0.8,807029.902789324,770.180057015045,0.0636385539310348
"442",0.5,0.1,10,"additive",0.85,818274.80616342,775.358043870341,0.0639622207637583
"443",0.5,0.1,10,"additive",0.9,851220.083848409,797.029959918273,0.0664017412248667
"444",0.5,0.1,10,"additive",0.95,871875.53798064,801.075722079356,0.0672499851790323
"445",0.5,0.1,10,"multiplicative",0.8,307081.071093411,496.798577378492,0.0403789802541975
"446",0.5,0.1,10,"multiplicative",0.85,317662.596103305,506.669863027487,0.0410647353431316
"447",0.5,0.1,10,"multiplicative",0.9,321984.565280248,492.981224107974,0.040804879372708
"448",0.5,0.1,10,"multiplicative",0.95,324170.938326427,487.400173534434,0.040572167679111
"449",0.5,1,0.01,"additive",0.8,817084.565464269,773.142390986551,0.063871397501111
"450",0.5,1,0.01,"additive",0.85,829386.166328193,778.61765114126,0.0642313226229194
"451",0.5,1,0.01,"additive",0.9,867628.503228856,800.358471245424,0.0667072797116333
"452",0.5,1,0.01,"additive",0.95,879879.649983055,804.490139741274,0.0675225366121748
"453",0.5,1,0.01,"multiplicative",0.8,310186.134812782,501.336921807965,0.0408555956683456
"454",0.5,1,0.01,"multiplicative",0.85,320996.629421111,511.272197931862,0.0415516700082898
"455",0.5,1,0.01,"multiplicative",0.9,328163.798922512,501.193553339755,0.0415710079398541
"456",0.5,1,0.01,"multiplicative",0.95,328049.174391586,493.316928329917,0.0411621429116447
"457",0.5,1,0.1,"additive",0.8,817084.565464269,773.142390986551,0.063871397501111
"458",0.5,1,0.1,"additive",0.85,829386.166328193,778.61765114126,0.0642313226229194
"459",0.5,1,0.1,"additive",0.9,867628.503228856,800.358471245424,0.0667072797116333
"460",0.5,1,0.1,"additive",0.95,879879.649983055,804.490139741274,0.0675225366121748
"461",0.5,1,0.1,"multiplicative",0.8,310186.134812782,501.336921807965,0.0408555956683456
"462",0.5,1,0.1,"multiplicative",0.85,320996.629421111,511.272197931862,0.0415516700082898
"463",0.5,1,0.1,"multiplicative",0.9,328163.798922512,501.193553339755,0.0415710079398541
"464",0.5,1,0.1,"multiplicative",0.95,328049.174391586,493.316928329917,0.0411621429116447
"465",0.5,1,1,"additive",0.8,817084.565464269,773.142390986551,0.063871397501111
"466",0.5,1,1,"additive",0.85,829386.166328193,778.61765114126,0.0642313226229194
"467",0.5,1,1,"additive",0.9,867628.503228856,800.358471245424,0.0667072797116333
"468",0.5,1,1,"additive",0.95,879879.649983055,804.490139741274,0.0675225366121748
"469",0.5,1,1,"multiplicative",0.8,310186.134812782,501.336921807965,0.0408555956683456
"470",0.5,1,1,"multiplicative",0.85,320996.629421111,511.272197931862,0.0415516700082898
"471",0.5,1,1,"multiplicative",0.9,328163.798922512,501.193553339755,0.0415710079398541
"472",0.5,1,1,"multiplicative",0.95,328049.174391586,493.316928329917,0.0411621429116447
"473",0.5,1,10,"additive",0.8,817084.565464269,773.142390986551,0.063871397501111
"474",0.5,1,10,"additive",0.85,829386.166328193,778.61765114126,0.0642313226229194
"475",0.5,1,10,"additive",0.9,867628.503228856,800.358471245424,0.0667072797116333
"476",0.5,1,10,"additive",0.95,879879.649983055,804.490139741274,0.0675225366121748
"477",0.5,1,10,"multiplicative",0.8,310186.134812782,501.336921807965,0.0408555956683456
"478",0.5,1,10,"multiplicative",0.85,320996.629421111,511.272197931862,0.0415516700082898
"479",0.5,1,10,"multiplicative",0.9,328163.798922512,501.193553339755,0.0415710079398541
"480",0.5,1,10,"multiplicative",0.95,328049.174391586,493.316928329917,0.0411621429116447
"481",0.5,10,0.01,"additive",0.8,815664.211820975,772.624197932781,0.063846445797923
"482",0.5,10,0.01,"additive",0.85,827921.771480054,778.404763589308,0.0642136017934033
"483",0.5,10,0.01,"additive",0.9,863803.753081319,798.974571386129,0.0665660697306539
"484",0.5,10,0.01,"additive",0.95,882978.882973377,805.195041754379,0.0675859226227765
"485",0.5,10,0.01,"multiplicative",0.8,310305.580772516,501.845492007736,0.040899280452769
"486",0.5,10,0.01,"multiplicative",0.85,320319.224317219,511.004009246638,0.0415241365796694
"487",0.5,10,0.01,"multiplicative",0.9,326563.406665114,500.020435904751,0.0414720482948069
"488",0.5,10,0.01,"multiplicative",0.95,327069.491850651,493.407320296222,0.0411717536459696
"489",0.5,10,0.1,"additive",0.8,815664.211820975,772.624197932781,0.063846445797923
"490",0.5,10,0.1,"additive",0.85,827921.771480054,778.404763589308,0.0642136017934033
"491",0.5,10,0.1,"additive",0.9,863803.753081319,798.974571386129,0.0665660697306539
"492",0.5,10,0.1,"additive",0.95,882978.882973377,805.195041754379,0.0675859226227765
"493",0.5,10,0.1,"multiplicative",0.8,310305.580772516,501.845492007736,0.040899280452769
"494",0.5,10,0.1,"multiplicative",0.85,320319.224317219,511.004009246638,0.0415241365796694
"495",0.5,10,0.1,"multiplicative",0.9,326563.406665114,500.020435904751,0.0414720482948069
"496",0.5,10,0.1,"multiplicative",0.95,327069.491850651,493.407320296222,0.0411717536459696
"497",0.5,10,1,"additive",0.8,815664.211820975,772.624197932781,0.063846445797923
"498",0.5,10,1,"additive",0.85,827921.771480054,778.404763589308,0.0642136017934033
"499",0.5,10,1,"additive",0.9,863803.753081319,798.974571386129,0.0665660697306539
"500",0.5,10,1,"additive",0.95,882978.882973377,805.195041754379,0.0675859226227765
"501",0.5,10,1,"multiplicative",0.8,310305.580772516,501.845492007736,0.040899280452769
"502",0.5,10,1,"multiplicative",0.85,320319.224317219,511.004009246638,0.0415241365796694
"503",0.5,10,1,"multiplicative",0.9,326563.406665114,500.020435904751,0.0414720482948069
"504",0.5,10,1,"multiplicative",0.95,327069.491850651,493.407320296222,0.0411717536459696
"505",0.5,10,10,"additive",0.8,815664.211820975,772.624197932781,0.063846445797923
"506",0.5,10,10,"additive",0.85,827921.771480054,778.404763589308,0.0642136017934033
"507",0.5,10,10,"additive",0.9,863803.753081319,798.974571386129,0.0665660697306539
"508",0.5,10,10,"additive",0.95,882978.882973377,805.195041754379,0.0675859226227765
"509",0.5,10,10,"multiplicative",0.8,310305.580772516,501.845492007736,0.040899280452769
"510",0.5,10,10,"multiplicative",0.85,320319.224317219,511.004009246638,0.0415241365796694
"511",0.5,10,10,"multiplicative",0.9,326563.406665114,500.020435904751,0.0414720482948069
"512",0.5,10,10,"multiplicative",0.95,327069.491850651,493.407320296222,0.0411717536459696
